160209;CloudPatternedViscoseScarf;110.59999999999999;12
162542;TwoColorDoubleSidedVelvetScarf;111;12
167106;ThinsulateKnitGloves;237;12
169254;ChenilleAstroHat;320.60000000000002;12
187901;FakeLeopardSkinGloveswithLurexTrim;852.5;12
115120;PastelColoredViscoseScarf(beta);90;12
169776;NavyBlueGreatcoat;278.60000000000002;13
163490;BengalStripedMediumTrousers;118.5;14
166579;StretchJeans;210;14
184264;GrenellePrintedJeans;192;14
119427;StoleandFeatherBoaSet;110;15
121764;BellNecklace;69.900000000000006;15
122709;PendantEarrings;69.989999999999995;15
129925;RigidDropletNecklace;224.09999999999999;15
136786;RigidTwistedKnotBracelet;83.5;15
139111;PearlandFlowerNecklace;129.99000000000001;15
140515;9cmGoldBrooch;99;15
141012;BallandChainNecklace;79.200000000000003;15
142500;ChainandPearlNecklace;69.299999999999997;15
143847;LargeSilverBracelet;69.299999999999997;15
144102;RoundedGoldBrooch;220.09999999999999;15
144289;SnakeLoopNecklace;150;15
144912;BlackPearlNecklace;215.19999999999999;15
144921;DiamondBracelet;169;15
144928;JetandPearlNecklace;135.19999999999999;15
145403;GroovedNickelBracelet;155;15
145404;RoundedRectangleBrooch;238.80000000000001;15
146751;PearlandDiamondNecklace;142.72999999999999;15
147070;PearlDropletNecklace;199;15
148002;LargeRectangularBrooch;116.09999999999999;15
148540;SmallPearlDropletNecklace;159.19999999999999;15
149110;ThickSilverBangle;129;15
151810;GoldsetPearlNecklace;134.09999999999999;15
155570;DiamondPendantEarrings;118.5;15
155939;E-Watch;110.59999999999999;15
156173;JetPearlBracelet;118.5;15
159172;MiniPearlandTubesNecklace;118.5;15
159438;DoubleBallandChainNecklace;218.5;15
159705;JetPearlChoker;155;15
159907;TortoiseshellBrooch;135;15
160370;PearlPendantNecklace;176.5;15
160371;RigidBallNecklace;176.5;15
160812;MulticoloredPearlNecklace;189.90000000000001;15
162520;DiamondStarEarrings;201.90000000000001;15
168852;SilverHoopEarrings;118.5;15
185114;2RowPearlNecklace;161;15
142905;LongTrousers;34.299999999999997;16
168230;LycraTrousers;348.60000000000002;16
171284;BurlingtonTrousers;323.69999999999999;16
185125;WoolandLycraTrousers;182;16
166553;Long-SleevedTornStitchT-Shirt;255.5;17
167042;Long-SleevedStitchShirt;193.5;17
177231;RomaneLong-SleevedShirt;165;17
177248;ViscoseStretchShirt;149;17
177368;StretchDenimShirt;191;17
186108;VivaldiTunic;159;17
186370;FlouncedCollarShirtdress;200;17
141406;BeltedTunic;105;18
150850;ZipperVest;69;18
155576;RudolphShirt;110.59999999999999;18
159421;StripedLeggings;210.59999999999999;18
160556;SpottyLeggings;110.59999999999999;18
161363;DoubleBreastedSilkJacket;180;18
167119;JacquardT-Shirt;150;18
182379;LurexLeotard;129;18
182488;ChenilleLeotardT-Shirt;180;18
182880;DiamondCigaretteHolder;167;18
183861;LycraCulotteShorts;155;18
128390;SuedeLycraSkirt;163.90000000000001;19
183592;QuiltedLycraSkirt;210;19
184215;GoatWoolSkirt;185;19
168499;TwillDressing-gown;403.5;20
162674;CorduroyJacket;160;21
163907;BurlingtonJacket;158;21
167681;CanvasJacket;225;21
169227;LeatherTrousers;348.60000000000002;22
156171;LycraShorts;118.5;23
162840;AladdinSilkTrousers;110.59999999999999;23
169301;PrintedLycraTrousers;298.5;23
173941;ClownPrintedSatinTrousers;185;23
181252;CrepeTrousers;212;23
182313;SquareViscoseSample;120;24
182343;FabricSampler;134.33000000000001;24
173404;MilaneseTunic;323.69999999999999;25
164962;BeltedPocketShirt;259.5;25
165170;ModalShirt;259.5;25
165197;CottonLeotardT-Shirt;118.5;25
166136;ChenilleLeotardT-Shirt;118.5;25
166550;WhiskyDancerT-Shirt;255.5;25
170875;OrangeShort-sleevedShirt;180.59999999999999;25
173117;DiamondPatternedVest;323.69999999999999;25
173608;TailoredShort-sleevedShirt;120.98999999999999;25
173974;MilanesePocketShirt;185;25
177875;SilkSequinedShirt;165;25
177497;StraightBeltedSkirt;185;26
178835;PencilSkirt;153;26
179075;CottonPrintSkirt;198;26
179740;PleatedSkirt;162.5;26
181009;PanacheBeltedDress;207;26
148622;AaronSweater;127.65000000000001;27
171889;CrewNeckedCashmereSweater;278.60000000000002;27
173673;AstroTankTop;185;27
177325;ChenilleSweater;215;27
178628;LycraHerringboneSweater;210;27
178788;OperetteStripedSweater;130;27
179169;MulticoloredSweater;188;27
184561;MulticoloredChenilleSweater;146;27
167017;CrewneckStitchTunic;236.59999999999999;28
178903;CowlNeckTunic;196;28
183720;VStitchTunic;145;28
167731;ZipperSweatShirt;200;29
170108;Loose-FittingTurtleshell;297.69999999999999;29
179739;CrepeStitchShirt;150;29
181248;HoodedVelvetSweatshirt;211;29
183572;CrushedVelvetSweatshirt;204;29
183801;MissoniStitchShirt;174;29
183869;VivaldiCottonSweatshirt;145;29
184352;ModiglianiZipperSweatshirt;184;29
128969;MulticoloredT-Shirt;82.799999999999997;30
144944;FlowerPatternedT-Shirt;142;30
164356;VelvetLeotardT-Shirt;184.5;30
166544;PoloCollaredT-Shirt;255.5;30
167695;PomodoreLaceT-Shirt;222;30
167809;Long-sleevedCrewneckT-Shirt;220;30
169306;Long-SleevedVelvetT-Shirt;236.59999999999999;30
171910;ViolonT-Shirt;229;30
177264;Long-SleevedCrewneckT-Shirt;188;30
177275;Loose-FittingT-Shirt;169;30
178769;Long-sleevedMissoniT-Shirt;235;30
179204;CheyennePoloshirt;185;30
180030;MulticoloredStripedT-Shirt;225;30
180368;JacquardTurtleneck;178;30
180372;OranginaLaceShirt;155;30
189479;WhiskyDancerT-Shirt;214;30
137635;TartanLong-SleevedTurtleneck;99.989999999999995;31
168963;HerringboneSweater;348.60000000000002;31
170016;JohnnyWalkerTurtleneckLoopSweater;418.60000000000002;31
177271;CheckTurtleNeckSweater;297.69999999999999;31
181756;StripedTurtleneck;149;31
182330;TapestryTurtleneckSweater;152.5;31
167727;HighCollarEngineersRaincoat;290;32
169432;Trenchcoat;320.60000000000002;32
169476;StretchCottonRaincoat;320.60000000000002;32
